tile_id,quadkey,lat,lon,carrier,download_mbps,upload_mbps,latency_ms,tests,devices,distance_m,inside_stadium,section,nearest_das,das_distance_m,signal_quality
TILE_03663,032023128429393,40.8156633,-74.0748571,AT&T,186.32,22.5,39.0,74,30,214.4,True,North_Upper,DAS-N1,58.3,88.3
TILE_03664,032023170778477,40.8156633,-74.0746122,AT&T,243.99,26.0,28.1,105,49,210.9,True,North_Upper,DAS-N1,39.2,92.2
TILE_03665,032023113195351,40.8156633,-74.0746122,T-Mobile,224.14,34.98,29.1,83,45,210.9,True,North_Upper,DAS-N1,39.2,92.2
TILE_03666,032023172871090,40.8156633,-74.0743673,Verizon,234.37,39.1,23.1,51,33,209.4,True,North_Upper,DAS-N1,23.0,95.4
TILE_03667,032023193185216,40.8156633,-74.0743673,AT&T,236.92,23.1,24.6,73,49,209.4,True,North_Upper,DAS-N1,23.0,95.4
TILE_03668,032023159549111,40.8156633,-74.0743673,T-Mobile,269.34,43.68,12.9,89,24,209.4,True,North_Upper,DAS-N1,23.0,95.4
TILE_03669,032023157282033,40.8156633,-74.0741224,AT&T,295.79,19.78,30.4,164,78,210.0,True,North_Upper,DAS-N1,19.3,96.1
TILE_03670,032023125276218,40.8156633,-74.0738776,AT&T,201.15,22.72,27.4,78,62,212.5,True,North_Upper,DAS-N1,32.7,93.5
TILE_03671,032023193001598,40.8156633,-74.0736327,AT&T,211.46,20.75,34.5,209,55,217.0,True,North_Upper,DAS-N1,51.2,89.8
TILE_03672,032023175341304,40.8156633,-74.0733878,Verizon,260.43,31.06,26.6,108,123,223.4,True,North_Upper,DAS-N1,70.9,85.8
TILE_03673,032023120433237,40.8156633,-74.0731429,Verizon,176.75,31.11,28.5,50,24,231.4,True,North_Upper,DAS-N1,91.0,81.8
TILE_03674,032023198838277,40.8156633,-74.0731429,AT&T,82.03,18.61,27.5,40,20,231.4,True,North_Upper,DAS-N1,91.0,81.8
TILE_03675,032023152317747,40.8156633,-74.0731429,T-Mobile,203.75,46.41,14.4,24,14,231.4,True,North_Upper,DAS-N1,91.0,81.8
TILE_03676,032023156200644,40.8156633,-74.0731429,US Cellular,108.12,20.22,44.3,7,3,231.4,True,North_Upper,DAS-N1,91.0,81.8
TILE_03677,032023161104105,40.8156633,-74.072898,Verizon,144.32,21.22,35.7,147,107,240.9,True,North_Upper,DAS-N1,111.3,77.7
TILE_03678,032023123583103,40.8156633,-74.0726531,AT&T,125.85,17.17,45.9,54,40,251.7,True,North_Upper,DAS-N1,131.8,73.6
TILE_03679,032023190118619,40.8156633,-74.0724082,Verizon,128.59,29.24,32.6,216,74,263.8,True,North_Upper,DAS-N1,152.3,69.5
TILE_03680,032023147406587,40.8156633,-74.0724082,AT&T,129.2,12.88,37.5,169,91,263.8,True,North_Upper,DAS-N1,152.3,69.5
TILE_03681,032023145681745,40.8156633,-74.0721633,Verizon,97.95,10.84,30.2,57,46,276.8,True,North_Upper,DAS-N1,172.8,65.4
TILE_03682,032023150363473,40.8156633,-74.0721633,T-Mobile,138.54,28.87,40.1,94,24,276.8,True,North_Upper,DAS-N1,172.8,65.4
TILE_03683,032023147770003,40.8156633,-74.0719184,Verizon,135.06,10.64,36.8,149,82,290.8,True,North_Upper,DAS-N1,193.4,61.3
TILE_03684,032023115391055,40.8156633,-74.0719184,AT&T,82.65,19.25,43.2,131,33,290.8,True,North_Upper,DAS-N1,193.4,61.3
TILE_03685,032023196936084,40.8156633,-74.0716735,Verizon,142.33,11.42,50.0,97,50,305.5,True,North_Upper,DAS-N1,213.9,60.0
TILE_03686,032023116840458,40.8156633,-74.0716735,AT&T,117.84,5.39,44.4,96,49,305.5,True,North_Upper,DAS-N1,213.9,60.0
TILE_03687,032023138265076,40.8156633,-74.0716735,T-Mobile,159.95,29.59,33.3,108,31,305.5,True,North_Upper,DAS-N1,213.9,60.0
TILE_03688,032023128750350,40.8156633,-74.0714286,Verizon,119.89,10.74,41.8,175,39,320.8,True,Concourse,DAS-E1,213.6,60.0
TILE_03689,032023183701453,40.8156633,-74.0714286,T-Mobile,52.94,25.73,29.3,131,54,320.8,True,Concourse,DAS-E1,213.6,60.0
TILE_03690,032023136744315,40.8156633,-74.0711837,Verizon,103.09,11.41,43.1,128,76,336.8,True,Concourse,DAS-E1,209.4,60.0
TILE_03691,032023197313323,40.8156633,-74.0711837,AT&T,93.88,2.0,43.9,135,66,336.8,True,Concourse,DAS-E1,209.4,60.0
TILE_03692,032023137818840,40.8156633,-74.0711837,T-Mobile,182.13,30.89,33.0,185,52,336.8,True,Concourse,DAS-E1,209.4,60.0
TILE_03693,032023169662072,40.8156633,-74.0709388,Verizon,169.25,2.0,42.2,128,70,353.2,True,Concourse,DAS-E1,207.2,60.0
TILE_03694,032023184605322,40.8156633,-74.0709388,T-Mobile,116.33,22.92,25.4,128,67,353.2,True,Concourse,DAS-E1,207.2,60.0
TILE_03695,032023171484910,40.8156633,-74.070449,AT&T,123.5,2.0,46.8,177,65,387.2,True,Concourse,DAS-E1,209.0,60.0
TILE_03696,032023137603519,40.8156633,-74.0702041,Verizon,124.13,16.12,38.7,36,16,404.8,False,Exterior,DAS-E1,212.9,59.5
TILE_03697,032023168671984,40.8156633,-74.0702041,AT&T,78.59,16.05,44.6,15,7,404.8,False,Exterior,DAS-E1,212.9,59.5
TILE_03698,032023148059073,40.8156633,-74.0702041,T-Mobile,138.77,19.51,22.3,26,11,404.8,False,Exterior,DAS-E1,212.9,59.5
TILE_03699,032023153559855,40.8156633,-74.0699592,Verizon,49.34,16.49,32.0,74,30,422.6,False,Exterior,DAS-E1,218.7,57.7
TILE_03700,032023156016489,40.8156633,-74.0697143,AT&T,69.51,3.37,52.3,82,33,440.7,False,Exterior,DAS-E1,226.3,55.9
TILE_03701,032023166481980,40.8156633,-74.0697143,T-Mobile,129.58,12.49,30.7,33,27,440.7,False,Exterior,DAS-E1,226.3,55.9
TILE_03702,032023151774095,40.8156633,-74.0694694,Verizon,48.59,21.97,39.8,23,9,458.9,False,Exterior,DAS-E1,235.4,54.1
TILE_03703,032023169050464,40.8156633,-74.0694694,AT&T,81.24,15.76,52.1,18,11,458.9,False,Exterior,DAS-E1,235.4,54.1
TILE_03704,032023131235260,40.8156633,-74.0694694,T-Mobile,143.08,2.0,30.1,12,12,458.9,False,Exterior,DAS-E1,235.4,54.1
TILE_03705,032023178772903,40.8156633,-74.0692245,AT&T,51.32,5.44,47.2,20,13,477.4,False,Exterior,DAS-E1,245.9,52.3
TILE_03706,032023195718536,40.8156633,-74.0689796,AT&T,10.0,9.48,60.6,15,11,496.1,False,Exterior,DAS-E1,257.7,50.4
TILE_03707,032023145348934,40.8156633,-74.0687347,Verizon,54.92,15.11,41.8,11,7,514.9,False,Exterior,DAS-E1,270.5,48.5
TILE_03708,032023112628037,40.8156633,-74.0687347,US Cellular,32.92,6.02,79.7,5,2,514.9,False,Exterior,DAS-E1,270.5,48.5
TILE_03709,032023133352806,40.8156633,-74.0684898,US Cellular,17.42,2.0,68.5,3,1,533.8,False,Exterior,DAS-E1,284.3,46.6
TILE_03710,032023122460672,40.8156633,-74.0682449,Verizon,54.55,19.41,50.0,29,16,552.9,False,Exterior,DAS-E1,298.8,44.7
TILE_03711,032023112929537,40.8156633,-74.068,Verizon,65.94,10.86,58.0,40,23,572.1,False,Exterior,DAS-E1,314.0,42.8
TILE_03712,032023129509267,40.8156633,-74.068,AT&T,137.7,10.46,61.3,17,9,572.1,False,Exterior,DAS-E1,314.0,42.8
TILE_03713,032023150492726,40.8158163,-74.0797551,Verizon,129.84,8.85,45.3,30,10,512.1,False,Exterior,DAS-W1,278.1,48.8
TILE_03714,032023172524235,40.8158163,-74.0797551,T-Mobile,10.0,23.17,45.0,17,8,512.1,False,Exterior,DAS-W1,278.1,48.8
TILE_03715,032023149527540,40.8158163,-74.0795102,Verizon,115.71,10.55,41.2,96,31,493.7,False,Exterior,DAS-W1,266.4,50.6
TILE_03716,032023172224317,40.8158163,-74.0795102,T-Mobile,144.01,21.08,36.6,51,26,493.7,False,Exterior,DAS-W1,266.4,50.6
TILE_03717,032023197058256,40.8158163,-74.0792653,Verizon,145.86,11.17,40.2,40,13,475.4,False,Exterior,DAS-W1,255.8,52.5
TILE_03718,032023156383292,40.8158163,-74.0792653,AT&T,31.55,9.38,59.5,19,13,475.4,False,Exterior,DAS-W1,255.8,52.5
TILE_03719,032023191945154,40.8158163,-74.0792653,T-Mobile,94.96,2.0,38.4,39,13,475.4,False,Exterior,DAS-W1,255.8,52.5
TILE_03720,032023129024800,40.8158163,-74.0790204,AT&T,137.79,16.39,47.1,57,33,457.4,False,Exterior,DAS-W1,246.5,54.3
TILE_03721,032023184762002,40.8158163,-74.0787755,Verizon,71.95,9.41,35.9,25,13,439.5,False,Exterior,DAS-W1,238.6,56.0
TILE_03722,032023176776585,40.8158163,-74.0785306,Verizon,117.44,19.88,43.8,17,4,421.9,False,Exterior,DAS-W1,232.2,57.8
TILE_03723,032023141813657,40.8158163,-74.0785306,T-Mobile,72.95,20.61,31.8,15,6,421.9,False,Exterior,DAS-W1,232.2,57.8
TILE_03724,032023183694529,40.8158163,-74.0782857,Verizon,69.98,19.36,38.1,6,2,404.7,False,Exterior,DAS-N2,212.6,59.5
TILE_03725,032023184955541,40.8158163,-74.0782857,AT&T,124.19,17.17,47.3,6,1,404.7,False,Exterior,DAS-N2,212.6,59.5
TILE_03726,032023195286252,40.8158163,-74.0780408,Verizon,115.55,6.46,41.0,76,78,387.7,True,Concourse,DAS-N2,192.3,61.5
TILE_03727,032023143439181,40.8158163,-74.0780408,AT&T,104.53,11.14,54.1,108,39,387.7,True,Concourse,DAS-N2,192.3,61.5
TILE_03728,032023152280078,40.8158163,-74.0777959,Verizon,83.82,28.75,28.7,170,78,371.1,True,Concourse,DAS-N2,172.0,65.6
TILE_03729,032023177744830,40.8158163,-74.077551,T-Mobile,143.85,30.45,20.0,144,116,355.0,True,Concourse,DAS-N2,151.9,69.6
TILE_03730,032023121658487,40.8158163,-74.0773061,Verizon,115.38,19.64,19.8,200,72,339.3,True,Concourse,DAS-N2,131.8,73.6
TILE_03731,032023198380204,40.8158163,-74.0773061,AT&T,97.46,2.0,39.9,161,62,339.3,True,Concourse,DAS-N2,131.8,73.6
TILE_03732,032023151482640,40.8158163,-74.0773061,US Cellular,79.01,16.23,33.0,17,12,339.3,True,Concourse,DAS-N2,131.8,73.6
TILE_03733,032023120266382,40.8158163,-74.0770612,AT&T,98.13,13.56,25.3,164,66,324.2,True,Concourse,DAS-N2,112.1,77.6
TILE_03734,032023119343530,40.8158163,-74.0768163,Verizon,213.52,11.97,22.3,167,54,309.8,True,North_Upper,DAS-N2,92.7,81.5
TILE_03735,032023130383649,40.8158163,-74.0768163,T-Mobile,211.23,36.97,22.4,67,64,309.8,True,North_Upper,DAS-N2,92.7,81.5
TILE_03736,032023125141673,40.8158163,-74.0765714,Verizon,191.28,25.89,24.2,289,103,296.0,True,North_Upper,DAS-N2,74.0,85.2
TILE_03737,032023180975552,40.8158163,-74.0765714,T-Mobile,219.04,50.63,21.9,255,86,296.0,True,North_Upper,DAS-N2,74.0,85.2
TILE_03738,032023146562618,40.8158163,-74.0763265,Verizon,225.63,19.34,32.8,253,168,283.2,True,North_Upper,DAS-N2,56.6,88.7
TILE_03739,032023170531816,40.8158163,-74.0763265,US Cellular,114.79,14.32,40.2,47,24,283.2,True,North_Upper,DAS-N2,56.6,88.7
TILE_03740,032023194500399,40.8158163,-74.0760816,T-Mobile,255.2,37.37,16.2,62,20,271.3,True,North_Upper,DAS-N2,42.4,91.5
TILE_03741,032023170947031,40.8158163,-74.0760816,US Cellular,106.41,17.49,48.6,9,7,271.3,True,North_Upper,DAS-N2,42.4,91.5
TILE_03742,032023163215624,40.8158163,-74.0758367,Verizon,202.25,33.39,20.9,135,66,260.4,True,North_Upper,DAS-N2,35.3,92.9
TILE_03743,032023180819525,40.8158163,-74.0758367,AT&T,218.15,20.69,40.8,78,55,260.4,True,North_Upper,DAS-N2,35.3,92.9
TILE_03744,032023154477692,40.8158163,-74.0755918,Verizon,238.35,26.4,23.7,119,73,250.9,True,North_Upper,DAS-N2,39.3,92.1
TILE_03745,032023126648080,40.8158163,-74.0755918,US Cellular,121.93,17.26,44.0,16,12,250.9,True,North_Upper,DAS-N2,39.3,92.1
TILE_03746,032023171380514,40.8158163,-74.0753469,Verizon,177.23,27.89,22.5,91,34,242.7,True,North_Upper,DAS-N2,51.9,89.6
TILE_03747,032023139171816,40.8158163,-74.0753469,AT&T,183.93,13.22,29.8,72,45,242.7,True,North_Upper,DAS-N2,51.9,89.6
TILE_03748,032023186204542,40.8158163,-74.075102,Verizon,165.35,22.8,29.9,316,146,236.0,True,North_Upper,DAS-N2,68.6,86.3
TILE_03749,032023141031935,40.8158163,-74.075102,AT&T,149.2,27.99,37.1,162,128,236.0,True,North_Upper,DAS-N2,68.6,86.3
TILE_03750,032023129000042,40.8158163,-74.075102,US Cellular,107.23,11.74,43.8,78,19,236.0,True,North_Upper,DAS-N2,68.6,86.3
TILE_03751,032023146799610,40.8158163,-74.0748571,Verizon,186.09,37.18,38.0,75,27,231.0,True,North_Upper,DAS-N1,65.6,86.9
TILE_03752,032023120779807,40.8158163,-74.0748571,T-Mobile,231.2,40.54,22.7,73,30,231.0,True,North_Upper,DAS-N1,65.6,86.9
TILE_03753,032023138241697,40.8158163,-74.0748571,US Cellular,126.88,29.57,38.5,11,6,231.0,True,North_Upper,DAS-N1,65.6,86.9
TILE_03754,032023125001014,40.8158163,-74.0746122,Verizon,188.19,34.82,20.0,134,99,227.8,True,North_Upper,DAS-N1,49.4,90.1
TILE_03755,032023148827541,40.8158163,-74.0746122,AT&T,165.41,28.24,38.9,214,107,227.8,True,North_Upper,DAS-N1,49.4,90.1
TILE_03756,032023199603148,40.8158163,-74.0746122,T-Mobile,381.09,19.43,19.4,284,123,227.8,True,North_Upper,DAS-N1,49.4,90.1
TILE_03757,032023145029748,40.8158163,-74.0743673,Verizon,227.33,23.32,28.1,156,87,226.4,True,North_Upper,DAS-N1,37.9,92.4
TILE_03758,032023172125625,40.8158163,-74.0741224,Verizon,259.58,32.43,31.6,117,88,226.9,True,North_Upper,DAS-N1,35.7,92.9
TILE_03759,032023180050636,40.8158163,-74.0741224,T-Mobile,320.33,29.15,25.6,97,99,226.9,True,North_Upper,DAS-N1,35.7,92.9
TILE_03760,032023199062628,40.8158163,-74.0736327,Verizon,224.67,25.86,22.6,59,27,233.5,True,North_Upper,DAS-N1,59.4,88.1
TILE_03761,032023169650531,40.8158163,-74.0736327,T-Mobile,256.6,33.51,12.5,33,18,233.5,True,North_Upper,DAS-N1,59.4,88.1
TILE_03762,032023129605589,40.8158163,-74.0733878,Verizon,179.53,26.78,24.5,118,50,239.4,True,North_Upper,DAS-N1,77.0,84.6
TILE_03763,032023195722340,40.8158163,-74.0733878,AT&T,145.48,14.72,32.3,62,32,239.4,True,North_Upper,DAS-N1,77.0,84.6
TILE_03764,032023122251991,40.8158163,-74.0731429,Verizon,211.01,32.54,36.1,149,58,246.8,True,North_Upper,DAS-N1,95.9,80.8
TILE_03765,032023133664760,40.8158163,-74.0731429,AT&T,179.91,17.85,39.3,51,50,246.8,True,North_Upper,DAS-N1,95.9,80.8
TILE_03766,032023118107188,40.8158163,-74.072898,AT&T,99.09,10.92,42.2,150,112,255.8,True,North_Upper,DAS-N1,115.3,76.9
TILE_03767,032023142804377,40.8158163,-74.0726531,Verizon,123.03,11.49,34.3,55,50,266.0,True,North_Upper,DAS-N1,135.2,73.0
TILE_03768,032023172975092,40.8158163,-74.0726531,AT&T,22.72,13.6,39.2,74,32,266.0,True,North_Upper,DAS-N1,135.2,73.0
TILE_03769,032023174747559,40.8158163,-74.0726531,T-Mobile,133.25,26.53,31.3,111,37,266.0,True,North_Upper,DAS-N1,135.2,73.0
TILE_03770,032023184825371,40.8158163,-74.0724082,Verizon,95.0,16.66,33.8,185,76,277.5,True,North_Upper,DAS-N1,155.2,69.0
TILE_03771,032023181826483,40.8158163,-74.0724082,T-Mobile,161.42,26.6,31.3,134,45,277.5,True,North_Upper,DAS-N1,155.2,69.0
TILE_03772,032023114277680,40.8158163,-74.0721633,Verizon,125.55,13.9,37.0,106,64,289.9,True,North_Upper,DAS-N1,175.4,64.9
TILE_03773,032023159354759,40.8158163,-74.0721633,AT&T,163.9,10.38,42.8,62,40,289.9,True,North_Upper,DAS-N1,175.4,64.9
TILE_03774,032023141947018,40.8158163,-74.0719184,Verizon,118.53,6.74,36.7,57,27,303.2,True,North_Upper,DAS-N1,195.7,60.9
TILE_03775,032023123397839,40.8158163,-74.0719184,AT&T,10.0,12.4,49.3,40,15,303.2,True,North_Upper,DAS-N1,195.7,60.9
TILE_03776,032023157529377,40.8158163,-74.0719184,T-Mobile,82.92,32.06,30.0,44,18,303.2,True,North_Upper,DAS-N1,195.7,60.9
TILE_03777,032023113507851,40.8158163,-74.0716735,T-Mobile,150.95,25.79,23.5,78,37,317.4,True,North_Upper,DAS-N1,216.0,60.0
TILE_03778,032023123362154,40.8158163,-74.0714286,AT&T,122.09,10.25,42.4,100,88,332.2,True,Concourse,DAS-E1,230.1,60.0
TILE_03779,032023134784078,40.8158163,-74.0714286,T-Mobile,160.45,8.5,27.8,217,78,332.2,True,Concourse,DAS-E1,230.1,60.0
TILE_03780,032023194585621,40.8158163,-74.0711837,Verizon,115.15,6.53,41.2,221,83,347.6,True,Concourse,DAS-E1,226.2,60.0
TILE_03781,032023156565669,40.8158163,-74.0711837,AT&T,101.78,18.57,42.4,223,64,347.6,True,Concourse,DAS-E1,226.2,60.0
TILE_03782,032023126594879,40.8158163,-74.0709388,Verizon,30.89,11.74,43.6,145,68,363.5,True,Concourse,DAS-E1,224.2,60.0
TILE_03783,032023146480569,40.8158163,-74.0709388,AT&T,71.44,6.66,48.8,178,72,363.5,True,Concourse,DAS-E1,224.2,60.0
TILE_03784,032023152748097,40.8158163,-74.0709388,T-Mobile,104.63,18.58,33.6,196,55,363.5,True,Concourse,DAS-E1,224.2,60.0
TILE_03785,032023195188901,40.8158163,-74.0706939,AT&T,84.63,15.21,54.1,85,50,379.9,True,Concourse,DAS-E1,224.1,60.0
TILE_03786,032023133635768,40.8158163,-74.070449,Verizon,94.28,8.93,27.1,100,56,396.7,True,Concourse,DAS-E1,225.9,60.0
TILE_03787,032023155331094,40.8158163,-74.070449,AT&T,55.11,18.03,37.6,103,60,396.7,True,Concourse,DAS-E1,225.9,60.0
TILE_03788,032023191203404,40.8158163,-74.070449,T-Mobile,98.87,14.44,30.8,86,45,396.7,True,Concourse,DAS-E1,225.9,60.0
TILE_03789,032023150439957,40.8158163,-74.0702041,T-Mobile,147.96,10.36,40.5,15,9,413.8,False,Exterior,DAS-E1,229.5,58.6
TILE_03790,032023111317169,40.8158163,-74.0699592,Verizon,61.46,9.92,37.6,5,4,431.3,False,Exterior,DAS-E1,234.9,56.9
TILE_03791,032023133416812,40.8158163,-74.0699592,AT&T,88.73,7.82,57.0,7,2,431.3,False,Exterior,DAS-E1,234.9,56.9
TILE_03792,032023196808525,40.8158163,-74.0697143,T-Mobile,88.26,15.88,26.0,72,23,449.0,False,Exterior,DAS-E1,241.9,55.1
TILE_03793,032023198105714,40.8158163,-74.0694694,Verizon,103.42,11.92,43.7,11,4,466.9,False,Exterior,DAS-E1,250.5,53.3
TILE_03794,032023163262412,40.8158163,-74.0689796,AT&T,136.98,4.36,56.6,22,16,503.5,False,Exterior,DAS-E1,271.5,49.7
TILE_03795,032023156993654,40.8158163,-74.0689796,T-Mobile,88.74,15.34,38.8,47,17,503.5,False,Exterior,DAS-E1,271.5,49.7
TILE_03796,032023189999139,40.8158163,-74.0687347,Verizon,69.43,14.92,46.0,36,21,522.0,False,Exterior,DAS-E1,283.7,47.8
TILE_03797,032023150224774,40.8158163,-74.0687347,T-Mobile,169.68,12.88,44.0,42,9,522.0,False,Exterior,DAS-E1,283.7,47.8
TILE_03798,032023178280981,40.8158163,-74.0684898,Verizon,56.89,17.75,47.3,42,25,540.7,False,Exterior,DAS-E1,296.9,45.9
TILE_03799,032023135406446,40.8158163,-74.0684898,T-Mobile,35.75,14.3,37.1,24,24,540.7,False,Exterior,DAS-E1,296.9,45.9
TILE_03800,032023186420340,40.8158163,-74.068,Verizon,49.63,13.5,50.7,36,35,578.5,False,Exterior,DAS-E1,325.5,42.2
TILE_03801,032023189737540,40.8159694,-74.08,Verizon,74.45,8.81,42.5,24,8,538.2,False,Exterior,DAS-W1,304.1,46.2
TILE_03802,032023195909581,40.8159694,-74.08,AT&T,18.89,7.57,56.2,10,6,538.2,False,Exterior,DAS-W1,304.1,46.2
TILE_03803,032023197474726,40.8159694,-74.0797551,Verizon,114.75,12.95,44.7,33,21,519.9,False,Exterior,DAS-W1,292.0,48.0
TILE_03804,032023185281731,40.8159694,-74.0797551,AT&T,78.8,2.0,56.6,52,22,519.9,False,Exterior,DAS-W1,292.0,48.0
TILE_03805,032023142951962,40.8159694,-74.0797551,T-Mobile,74.97,18.6,39.2,46,12,519.9,False,Exterior,DAS-W1,292.0,48.0
TILE_03806,032023159439720,40.8159694,-74.0795102,Verizon,77.51,3.54,49.0,24,12,501.7,False,Exterior,DAS-W1,280.8,49.8
TILE_03807,032023146557969,40.8159694,-74.0792653,T-Mobile,45.58,20.34,35.1,41,12,483.7,False,Exterior,DAS-W1,270.8,51.6
TILE_03808,032023181947446,40.8159694,-74.0790204,Verizon,53.79,18.64,44.3,40,15,466.0,False,Exterior,DAS-W1,262.0,53.4
TILE_03809,032023163764284,40.8159694,-74.0790204,AT&T,95.27,19.77,61.1,27,16,466.0,False,Exterior,DAS-W1,262.0,53.4
TILE_03810,032023176468329,40.8159694,-74.0790204,US Cellular,73.63,7.9,68.4,4,3,466.0,False,Exterior,DAS-W1,262.0,53.4
TILE_03811,032023152462945,40.8159694,-74.0787755,Verizon,159.48,7.6,40.1,86,43,448.5,False,Exterior,DAS-W1,254.6,55.1
TILE_03812,032023116403812,40.8159694,-74.0785306,Verizon,34.92,5.24,35.4,74,17,431.3,False,Exterior,DAS-N2,236.2,56.9
TILE_03813,032023182953547,40.8159694,-74.0785306,T-Mobile,165.62,18.41,26.4,48,14,431.3,False,Exterior,DAS-N2,236.2,56.9
TILE_03814,032023160715665,40.8159694,-74.0782857,Verizon,102.34,20.26,39.2,52,19,414.4,False,Exterior,DAS-N2,216.1,58.6
TILE_03815,032023196268664,40.8159694,-74.0780408,AT&T,159.84,7.37,51.0,53,18,397.9,False,Exterior,DAS-N2,196.1,60.2
TILE_03816,032023156160837,40.8159694,-74.0780408,T-Mobile,154.62,20.61,30.1,53,23,397.9,False,Exterior,DAS-N2,196.1,60.2
TILE_03817,032023198405716,40.8159694,-74.0777959,AT&T,110.52,15.73,45.2,10,6,381.7,False,Exterior,DAS-N2,176.3,61.8
TILE_03818,032023140870209,40.8159694,-74.0777959,T-Mobile,154.8,18.36,26.0,16,7,381.7,False,Exterior,DAS-N2,176.3,61.8
TILE_03819,032023166891832,40.8159694,-74.077551,AT&T,88.58,4.02,42.8,81,20,366.1,False,Exterior,DAS-N2,156.7,63.4
TILE_03820,032023151405858,40.8159694,-74.077551,T-Mobile,192.35,36.98,16.7,41,17,366.1,False,Exterior,DAS-N2,156.7,63.4
TILE_03821,032023150603139,40.8159694,-74.0773061,T-Mobile,84.88,29.22,27.6,26,17,350.9,False,Exterior,DAS-N2,137.3,64.9
TILE_03822,032023181775846,40.8159694,-74.0773061,US Cellular,87.87,5.39,56.2,12,4,350.9,False,Exterior,DAS-N2,137.3,64.9
TILE_03823,032023128041665,40.8159694,-74.0770612,AT&T,74.92,12.16,39.9,26,10,336.3,False,Exterior,DAS-N2,118.5,66.4
TILE_03824,032023133301012,40.8159694,-74.0770612,T-Mobile,134.52,13.46,23.4,37,11,336.3,False,Exterior,DAS-N2,118.5,66.4
TILE_03825,032023158782979,40.8159694,-74.0768163,Verizon,122.34,14.63,32.7,40,12,322.4,False,Exterior,DAS-N2,100.3,67.8
TILE_03826,032023170576532,40.8159694,-74.0768163,AT&T,68.91,7.39,42.3,18,11,322.4,False,Exterior,DAS-N2,100.3,67.8
TILE_03827,032023188568167,40.8159694,-74.0765714,Verizon,124.82,22.19,19.2,85,36,309.2,False,Exterior,DAS-N2,83.4,69.1
TILE_03828,032023172588616,40.8159694,-74.0765714,AT&T,59.42,14.66,35.3,37,28,309.2,False,Exterior,DAS-N2,83.4,69.1
TILE_03829,032023136656146,40.8159694,-74.0758367,AT&T,146.01,5.53,32.5,60,39,275.3,False,Exterior,DAS-N2,52.2,72.5
TILE_03830,032023135700674,40.8159694,-74.0755918,Verizon,127.43,14.25,32.0,10,10,266.3,False,Exterior,DAS-N2,55.0,73.4
TILE_03831,032023190916882,40.8159694,-74.0755918,AT&T,201.43,12.22,43.3,20,8,266.3,False,Exterior,DAS-N2,55.0,73.4
TILE_03832,032023185317725,40.8159694,-74.0753469,AT&T,127.42,2.05,29.6,20,21,258.6,False,Exterior,DAS-N2,64.6,74.1
TILE_03833,032023128357870,40.8159694,-74.0753469,T-Mobile,157.93,20.02,22.1,27,15,258.6,False,Exterior,DAS-N2,64.6,74.1
TILE_03834,032023156722048,40.8159694,-74.0753469,US Cellular,79.31,16.11,46.4,8,3,258.6,False,Exterior,DAS-N2,64.6,74.1
TILE_03835,032023157276858,40.8159694,-74.075102,AT&T,110.7,16.57,46.0,14,5,252.4,False,Exterior,DAS-N2,78.6,74.8
TILE_03836,032023145655090,40.8159694,-74.075102,T-Mobile,91.27,26.46,30.4,16,7,252.4,False,Exterior,DAS-N2,78.6,74.8
TILE_03837,032023156522592,40.8159694,-74.0748571,Verizon,190.06,14.0,24.0,12,2,247.7,False,Exterior,DAS-N1,76.1,75.2
TILE_03838,032023137932380,40.8159694,-74.0748571,AT&T,91.17,18.69,49.1,4,2,247.7,False,Exterior,DAS-N1,76.1,75.2
TILE_03839,032023146611818,40.8159694,-74.0746122,Verizon,67.57,16.18,27.6,6,4,244.7,False,Exterior,DAS-N1,62.7,75.5
TILE_03840,032023168969082,40.8159694,-74.0746122,T-Mobile,112.1,29.56,16.4,7,3,244.7,False,Exterior,DAS-N1,62.7,75.5
TILE_03841,032023176396559,40.8159694,-74.0741224,Verizon,95.33,38.64,35.0,24,9,243.9,False,Exterior,DAS-N1,52.5,75.6
TILE_03842,032023158610628,40.8159694,-74.0741224,US Cellular,126.38,19.65,43.4,5,2,243.9,False,Exterior,DAS-N1,52.5,75.6
TILE_03843,032023176849243,40.8159694,-74.0738776,Verizon,70.82,19.02,31.9,47,22,246.1,False,Exterior,DAS-N1,58.8,75.4
TILE_03844,032023122336340,40.8159694,-74.0738776,AT&T,56.12,19.15,34.3,28,17,246.1,False,Exterior,DAS-N1,58.8,75.4
TILE_03845,032023139750187,40.8159694,-74.0736327,Verizon,111.57,21.95,22.4,83,40,250.0,False,Exterior,DAS-N1,70.8,75.0
TILE_03846,032023169094130,40.8159694,-74.0736327,AT&T,113.66,18.08,33.8,64,25,250.0,False,Exterior,DAS-N1,70.8,75.0
TILE_03847,032023141525580,40.8159694,-74.0733878,Verizon,145.74,14.03,33.7,65,32,255.5,False,Exterior,DAS-N1,86.1,74.5
TILE_03848,032023136979766,40.8159694,-74.0733878,AT&T,144.43,17.23,40.3,68,23,255.5,False,Exterior,DAS-N1,86.1,74.5
TILE_03849,032023195055571,40.8159694,-74.0733878,T-Mobile,200.72,32.82,26.7,57,24,255.5,False,Exterior,DAS-N1,86.1,74.5
TILE_03850,032023184361358,40.8159694,-74.0733878,US Cellular,103.77,21.18,52.9,16,5,255.5,False,Exterior,DAS-N1,86.1,74.5
